sampleName	sampleGroup	region	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT
GTEX-13112-1426-SM-5EGH8	Liver	Liver	BP-44525	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-13113-1326-SM-5GCOI	Liver	Liver	BP-44172	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-131XE-0326-SM-5LZVO	Liver	Liver	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4900	3/23/14	TrueSeq.v1
GTEX-131YS-1626-SM-5HL6C	Liver	Liver	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-1399R-1226-SM-5P9GF	Liver	Liver	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4914	3/27/14	TrueSeq.v1
GTEX-1399T-0826-SM-5IFES	Liver	Liver	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-139TS-1426-SM-5IFJD	Liver	Liver	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-139TU-0826-SM-5IJFG	Liver	Liver	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-139YR-0226-SM-5IFEM	Liver	Liver	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13FLV-0326-SM-5N9DJ	Liver	Liver	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-13FTW-1126-SM-5J2NV	Liver	Liver	BP-46482	RNA Extraction from Paxgene-derived Lysate Plate Based	12/3/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13FTZ-0726-SM-5IFFY	Liver	Liver	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13N11-0926-SM-5IJG2	Liver	Liver	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13NYB-1026-SM-5IFH3	Liver	Liver	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13NZ9-1326-SM-5MR3V	Liver	Liver	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13NZB-0626-SM-5IFH6	Liver	Liver	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13O3O-1826-SM-5IFGW	Liver	Liver	BP-47051	RNA Extraction from Paxgene-derived Lysate Plate Based	12/12/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13OW6-2626-SM-5IFF2	Liver	Liver	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-13PVR-0126-SM-5S2PY	Liver	Liver	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-13QJC-0726-SM-5RQJK	Liver	Liver	BP-48564	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-13SLX-1226-SM-5S2Q6	Liver	Liver	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-13VXU-0926-SM-5IFFH	Liver	Liver	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4813	3/5/14	TrueSeq.v1
GTEX-144GM-1326-SM-5LU5E	Liver	Liver	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4824	3/23/14	TrueSeq.v1
GTEX-145LU-1326-SM-5LU9N	Liver	Liver	BP-47591	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-14753-1626-SM-5NQ9L	Liver	Liver	BP-47696	RNA Extraction from Paxgene-derived Lysate Plate Based	12/20/13	LCSET-4907	3/21/14	TrueSeq.v1
GTEX-147F4-1426-SM-5LUA8	Liver	Liver	BP-47616	RNA Extraction from Paxgene-derived Lysate Plate Based	12/18/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-147JS-1126-SM-5RQIW	Liver	Liver	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-1497J-0726-SM-5Q5D1	Liver	Liver	BP-48437	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4953	3/27/14	TrueSeq.v1
GTEX-14A5I-1726-SM-5QGQ5	Liver	Liver	BP-48448	RNA Extraction from Paxgene-derived Lysate Plate Based	1/17/14	LCSET-4954	3/29/14	TrueSeq.v1
GTEX-14C38-1526-SM-5RQJ7	Liver	Liver	BP-48576	RNA Extraction from Paxgene-derived Lysate Plate Based	1/22/14	LCSET-4955	4/1/14	TrueSeq.v1
GTEX-14E1K-0326-SM-5S2PE	Liver	Liver	BP-48647	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4988	4/1/14	TrueSeq.v1
GTEX-OOBJ-0826-SM-3NB2K	Liver	Liver	BP-18253	RNA isolation_PAXgene Tissue miRNA	8/16/11	LCSET-2318	12/16/12	TrueSeq.v1
GTEX-P78B-1326-SM-3P611	Liver	Liver	BP-19089	RNA isolation_PAXgene Tissue miRNA	9/27/11	LCSET-2386	12/16/12	TrueSeq.v1
GTEX-Q2AG-1126-SM-48U1P	Liver	Liver	BP-19901	RNA isolation_PAXgene Tissue miRNA	11/4/11	LCSET-3084	4/18/13	TrueSeq.v1
GTEX-QDVN-0826-SM-48TZ2	Liver	Liver	BP-20293	RNA isolation_PAXgene Tissue miRNA	11/22/11	LCSET-3084	4/18/13	TrueSeq.v1
GTEX-QEG4-1826-SM-4R1JN	Liver	Liver	BP-20320	RNA isolation_PAXgene Tissue miRNA	11/23/11	LCSET-3812	9/5/13	TrueSeq.v1
GTEX-RM2N-1926-SM-48FCU	Liver	Liver	BP-21576	RNA isolation_PAXgene Tissue miRNA	1/19/12	LCSET-3057	4/18/13	TrueSeq.v1
GTEX-RN64-1826-SM-48FDV	Liver	Liver	BP-21627	RNA isolation_PAXgene Tissue miRNA	1/20/12	LCSET-3057	4/18/13	TrueSeq.v1
GTEX-RNOR-1426-SM-48FDJ	Liver	Liver	BP-21627	RNA isolation_PAXgene Tissue miRNA	1/20/12	LCSET-3057	4/18/13	TrueSeq.v1
GTEX-RTLS-1326-SM-46MUN	Liver	Liver	BP-21804	RNA isolation_PAXgene Tissue miRNA	1/25/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-RU72-1426-SM-46MUF	Liver	Liver	BP-21838	RNA isolation_PAXgene Tissue miRNA	1/26/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-RWSA-1426-SM-47JXA	Liver	Liver	BP-22527	RNA isolation_PAXgene Tissue miRNA	2/15/12	LCSET-2974	4/11/13	TrueSeq.v1
GTEX-S32W-1926-SM-4AD63	Liver	Liver	BP-22720	RNA isolation_PAXgene Tissue miRNA	2/28/12	LCSET-3098	5/14/13	TrueSeq.v1
GTEX-S33H-1626-SM-4AD68	Liver	Liver	BP-22722	RNA isolation_PAXgene Tissue miRNA	2/28/12	LCSET-3098	5/14/13	TrueSeq.v1
GTEX-SJXC-1226-SM-4DM78	Liver	Liver	BP-23766	RNA isolation_PAXgene Tissue miRNA	4/3/12	LCSET-3205	7/23/13	TrueSeq.v1
GTEX-T6MN-1226-SM-3NMA5	Liver	Liver	BP-24680	RNA isolation_PAXgene Tissue miRNA	4/26/12	LCSET-2351	12/16/12	TrueSeq.v1
GTEX-UPIC-0926-SM-4IHLV	Liver	Liver	BP-26354	RNA isolation_PAXgene Tissue miRNA	6/18/12	LCSET-3596	7/23/13	TrueSeq.v1
GTEX-UTHO-2426-SM-4JBHD	Liver	Liver	BP-26701	RNA isolation_PAXgene Tissue miRNA	6/27/12	LCSET-3561	7/20/13	TrueSeq.v1
GTEX-VUSG-0126-SM-4KL1X	Liver	Liver	BP-26940	RNA isolation_PAXgene Tissue miRNA	7/3/12	LCSET-3626	8/10/13	TrueSeq.v1
GTEX-WFON-1726-SM-4LVMQ	Liver	Liver	BP-27491	RNA isolation_PAXgene Tissue miRNA	7/17/12	LCSET-3632	8/8/13	TrueSeq.v1
GTEX-WQUQ-1926-SM-4OOSA	Liver	Liver	BP-28353	RNA isolation_PAXgene Tissue miRNA	7/31/12	LCSET-3773	8/22/13	TrueSeq.v1
GTEX-WYVS-1926-SM-4PQZ2	Liver	Liver	BP-29831	RNA isolation_PAXgene Tissue miRNA	8/21/12	LCSET-3735	8/31/13	TrueSeq.v1
GTEX-WZTO-0626-SM-4PQYY	Liver	Liver	BP-29831	RNA isolation_PAXgene Tissue miRNA	8/21/12	LCSET-3735	8/31/13	TrueSeq.v1
GTEX-X261-1726-SM-4PQYT	Liver	Liver	BP-29931	RNA isolation_PAXgene Tissue miRNA	8/22/12	LCSET-3735	8/31/13	TrueSeq.v1
GTEX-X4EP-1026-SM-4QAS5	Liver	Liver	BP-30509	RNA isolation_PAXgene Tissue miRNA	9/4/12	LCSET-3737	8/30/13	TrueSeq.v1
GTEX-X4XY-1626-SM-46MVN	Liver	Liver	BP-31131	RNA isolation_PAXgene Tissue miRNA	9/14/12	LCSET-2933	4/16/13	TrueSeq.v1
GTEX-XBEC-1526-SM-4AT68	Liver	Liver	BP-31783	RNA isolation_PAXgene Tissue miRNA	10/4/12	LCSET-3137	5/15/13	TrueSeq.v1
GTEX-XOTO-0826-SM-4B65O	Liver	Liver	BP-33639	RNA isolation_PAXgene Tissue miRNA	11/27/12	LCSET-3141	5/13/13	TrueSeq.v1
GTEX-Y5LM-0426-SM-4VBRO	Liver	Liver	BP-35803	RNA isolation_PAXgene Tissue miRNA	2/5/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-Y5V5-0926-SM-4VBPZ	Liver	Liver	BP-42087	RNA Extraction from Paxgene-derived Lysate Plate Based	8/8/13	LCSET-4038	10/9/13	TrueSeq.v1
GTEX-YB5E-0326-SM-5IFHU	Liver	Liver	BP-45268	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-YFC4-1526-SM-5IFJS	Liver	Liver	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4830	3/20/14	TrueSeq.v1
GTEX-Z9EW-0426-SM-5CVM9	Liver	Liver	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZAB4-0826-SM-5LU9D	Liver	Liver	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4899	3/23/14	TrueSeq.v1
GTEX-ZAB5-0426-SM-5CVMI	Liver	Liver	BP-45390	RNA Extraction from Paxgene-derived Lysate Plate Based	11/1/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-ZF29-2026-SM-4WWB7	Liver	Liver	BP-43072	RNA Extraction from Paxgene-derived Lysate Plate Based	9/4/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZF2S-3026-SM-4WWCH	Liver	Liver	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4179	11/8/13	TrueSeq.v1
GTEX-ZPU1-0826-SM-57WG2	Liver	Liver	BP-43231	RNA Extraction from Paxgene-derived Lysate Plate Based	9/6/13	LCSET-4416	12/21/13	TrueSeq.v1
GTEX-ZTPG-1426-SM-51MT3	Liver	Liver	BP-43141	RNA Extraction from Paxgene-derived Lysate Plate Based	9/5/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZVP2-0626-SM-51MSO	Liver	Liver	BP-43375	RNA Extraction from Paxgene-derived Lysate Plate Based	9/10/13	LCSET-4207	11/20/13	TrueSeq.v1
GTEX-ZVT3-1626-SM-5GU66	Liver	Liver	BP-43823	RNA Extraction from Paxgene-derived Lysate Plate Based	9/20/13	LCSET-4803	2/19/14	TrueSeq.v1
GTEX-ZVT4-0626-SM-5E45T	Liver	Liver	BP-43495	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZYT6-0626-SM-5E45V	Liver	Liver	BP-43529	RNA Extraction from Paxgene-derived Lysate Plate Based	9/13/13	LCSET-4635	2/13/14	TrueSeq.v1
GTEX-ZYY3-0626-SM-5NQ6W	Liver	Liver	BP-43529	RNA Extraction from Paxgene-derived Lysate Plate Based	9/13/13	LCSET-4906	3/22/14	TrueSeq.v1
GTEX-ZZPU-0426-SM-5GZYH	Liver	Liver	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-5161	3/16/14	TrueSeq.v1
GTEX-111CU-0326-SM-5GZXO	Lung	Lung	BP-43693	RNA Extraction from Paxgene-derived Lysate Plate Based	9/17/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111FC-1126-SM-5GZWU	Lung	Lung	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-111VG-0726-SM-5GIDC	Lung	Lung	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-5161	3/16/14	TrueSeq.v1
GTEX-111YS-0626-SM-5GZXV	Lung	Lung	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4804	3/5/14	TrueSeq.v1
GTEX-1122O-0126-SM-5GICA	Lung	Lung	BP-44261	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4796	2/27/14	TrueSeq.v1
GTEX-117YW-0526-SM-5H11C	Lung	Lung	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-117YX-1326-SM-5H125	Lung	Lung	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	9/12/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11DXZ-0726-SM-5N9C4	Lung	Lung	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	9/25/13	LCSET-4904	3/22/14	TrueSeq.v1
GTEX-11DZ1-0426-SM-5H11A	Lung	Lung	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4805	2/27/14	TrueSeq.v1
GTEX-11EI6-0826-SM-5985V	Lung	Lung	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11EMC-0126-SM-5EGKV	Lung	Lung	BP-45028	RNA Extraction from Paxgene-derived Lysate Plate Based	10/24/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-11EQ9-0226-SM-5A5JX	Lung	Lung	BP-44264	RNA Extraction from Paxgene-derived Lysate Plate Based	10/3/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11I78-0126-SM-5HL6F	Lung	Lung	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11LCK-0426-SM-5A5M8	Lung	Lung	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11NSD-0326-SM-5A5LS	Lung	Lung	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4423	1/29/14	TrueSeq.v1
GTEX-11NUK-0826-SM-5HL4U	Lung	Lung	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11NV4-1126-SM-5HL6J	Lung	Lung	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11O72-1326-SM-5BC5A	Lung	Lung	BP-44512	RNA Extraction from Paxgene-derived Lysate Plate Based	10/10/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-11OF3-1126-SM-5986C	Lung	Lung	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11P7K-0326-SM-59871	Lung	Lung	BP-44902	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4417	1/23/14	TrueSeq.v1
GTEX-11P81-0226-SM-5HL5M	Lung	Lung	BP-43730	RNA Extraction from Paxgene-derived Lysate Plate Based	9/18/13	LCSET-4806	3/2/14	TrueSeq.v1
GTEX-11PRG-0926-SM-5EGI8	Lung	Lung	BP-45028	RNA Extraction from Paxgene-derived Lysate Plate Based	10/24/13	LCSET-4764	2/8/14	TrueSeq.v1
GTEX-11WQC-0626-SM-5EQMF	Lung	Lung	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11WQK-1226-SM-5GU5Z	Lung	Lung	BP-43753	RNA Extraction from Paxgene-derived Lysate Plate Based	9/19/13	LCSET-5131	3/8/14	TrueSeq.v1
GTEX-11ZTS-1226-SM-5EQMQ	Lung	Lung	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-11ZUS-0126-SM-5EQM5	Lung	Lung	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4790	2/19/14	TrueSeq.v1
GTEX-1211K-0826-SM-5FQUP	Lung	Lung	BP-44114	RNA Extraction from Paxgene-derived Lysate Plate Based	9/30/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-1212Z-1026-SM-5EGJ8	Lung	Lung	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12584-1426-SM-5EGJ9	Lung	Lung	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12BJ1-1026-SM-5EGJA	Lung	Lung	BP-44399	RNA Extraction from Paxgene-derived Lysate Plate Based	10/7/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12WSD-0826-SM-5GCNE	Lung	Lung	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSE-0826-SM-5S2VL	Lung	Lung	BP-48651	RNA Extraction from Paxgene-derived Lysate Plate Based	1/24/14	LCSET-4996	4/3/14	TrueSeq.v1
GTEX-12WSG-0326-SM-5FQU3	Lung	Lung	BP-43881	RNA Extraction from Paxgene-derived Lysate Plate Based	9/23/13	LCSET-4793	2/19/14	TrueSeq.v1
GTEX-12WSI-0826-SM-5EGKD	Lung	Lung	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-12WSJ-0226-SM-5GCP7	Lung	Lung	BP-44157	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-12WSK-0826-SM-5CVNP	Lung	Lung	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-12WSL-1026-SM-5CVNJ	Lung	Lung	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4633	2/15/14	TrueSeq.v1
GTEX-12ZZY-0926-SM-5EQ6I	Lung	Lung	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4767	2/8/14	TrueSeq.v1
GTEX-13111-0426-SM-5DUXR	Lung	Lung	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-13113-0426-SM-5GCOD	Lung	Lung	BP-44172	RNA Extraction from Paxgene-derived Lysate Plate Based	10/1/13	LCSET-4795	2/23/14	TrueSeq.v1
GTEX-1313W-0926-SM-5EQ56	Lung	Lung	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4767	2/8/14	TrueSeq.v1
GTEX-131XE-0726-SM-5HL9K	Lung	Lung	BP-45247	RNA Extraction from Paxgene-derived Lysate Plate Based	10/29/13	LCSET-4807	2/28/14	TrueSeq.v1
GTEX-131XF-1026-SM-5BC6A	Lung	Lung	BP-43916	RNA Extraction from Paxgene-derived Lysate Plate Based	9/24/13	LCSET-4455	1/18/14	TrueSeq.v1
GTEX-131XH-0426-SM-5DUWU	Lung	Lung	BP-44437	RNA Extraction from Paxgene-derived Lysate Plate Based	10/8/13	LCSET-4634	2/8/14	TrueSeq.v1
GTEX-131XW-1126-SM-5EGK4	Lung	Lung	BP-44901	RNA Extraction from Paxgene-derived Lysate Plate Based	10/22/13	LCSET-4797	2/11/14	TrueSeq.v1
GTEX-131YS-0926-SM-5IJB9	Lung	Lung	BP-45499	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4814	3/4/14	TrueSeq.v1
GTEX-132NY-1226-SM-5PNVF	Lung	Lung	BP-47901	RNA Extraction from Paxgene-derived Lysate Plate Based	1/6/14	LCSET-4917	3/27/14	TrueSeq.v1
GTEX-132QS-0726-SM-5IJE9	Lung	Lung	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-1339X-0626-SM-5IJER	Lung	Lung	BP-45485	RNA Extraction from Paxgene-derived Lysate Plate Based	11/5/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-1399S-1726-SM-5L3DI	Lung	Lung	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4822	3/23/14	TrueSeq.v1
GTEX-1399U-0826-SM-5KM1P	Lung	Lung	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-139T6-0426-SM-5IJEM	Lung	Lung	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-139TT-0726-SM-5K7XW	Lung	Lung	BP-46589	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-139UW-0226-SM-5K7WU	Lung	Lung	BP-46925	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13CF3-0426-SM-5IJEU	Lung	Lung	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13D11-0326-SM-5LZXX	Lung	Lung	BP-45782	RNA Extraction from Paxgene-derived Lysate Plate Based	11/14/13	LCSET-4901	3/23/14	TrueSeq.v1
GTEX-13FHO-1026-SM-5KM1Q	Lung	Lung	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13FHP-0726-SM-5K7YI	Lung	Lung	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13FLV-0426-SM-5KLZA	Lung	Lung	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13FTX-0326-SM-5J2NG	Lung	Lung	BP-46650	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13FTY-0126-SM-5J2NZ	Lung	Lung	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13FTZ-0526-SM-5IJCW	Lung	Lung	BP-46943	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4814	3/4/14	TrueSeq.v1
GTEX-13G51-0426-SM-5K7Z5	Lung	Lung	BP-46650	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13JUV-0526-SM-5K7XE	Lung	Lung	BP-46734	RNA Extraction from Paxgene-derived Lysate Plate Based	12/6/13	LCSET-4819	3/16/14	TrueSeq.v1
GTEX-13JVG-1426-SM-5MR4W	Lung	Lung	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13N1W-0726-SM-5MR57	Lung	Lung	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13N2G-0826-SM-5IJE6	Lung	Lung	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4815	3/13/14	TrueSeq.v1
GTEX-13NYB-0626-SM-5MR47	Lung	Lung	BP-46529	RNA Extraction from Paxgene-derived Lysate Plate Based	12/4/13	LCSET-4902	3/22/14	TrueSeq.v1
GTEX-13NYS-1626-SM-5J2MU	Lung	Lung	BP-46925	RNA Extraction from Paxgene-derived Lysate Plate Based	12/10/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13NZ9-0926-SM-5KM12	Lung	Lung	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13NZA-1426-SM-5KM4Y	Lung	Lung	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4821	3/23/14	TrueSeq.v1
GTEX-13O21-3026-SM-5J2NI	Lung	Lung	BP-46680	RNA Extraction from Paxgene-derived Lysate Plate Based	12/5/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13O3O-0726-SM-5J1N7	Lung	Lung	BP-47125	RNA Extraction from Paxgene-derived Lysate Plate Based	12/13/13	LCSET-4816	3/22/14	TrueSeq.v1
GTEX-13O3P-1026-SM-5N9E7	Lung	Lung	BP-46978	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4905	3/23/14	TrueSeq.v1
GTEX-13O3Q-0526-SM-5KM18	Lung	Lung	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4820	3/20/14	TrueSeq.v1
GTEX-13O61-0726-SM-5J2MD	Lung	Lung	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4817	3/22/14	TrueSeq.v1
GTEX-13OVG-0326-SM-5KM57	Lung	Lung	BP-47524	RNA Extraction from Paxgene-derived Lysate Plate Based	12/17/13	LCSET-4821	3/23/14	TrueSeq.v1
GTEX-13OVH-1026-SM-5J2NP	Lung	Lung	BP-46999	RNA Extraction from Paxgene-derived Lysate Plate Based	12/11/13	LCSET-4817	3/22/14	TrueSeq.v1
